#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
   649.0           4.0461E+00              4.0461E+00
   650.0           4.0473E+00              4.0473E+00
   651.0           4.3390E+00              4.3390E+00
   652.0           4.3400E+00              4.3400E+00
   653.0           4.3409E+00              4.3409E+00
   654.0           4.3418E+00              4.3418E+00
   655.0           4.3428E+00              4.3428E+00
   656.0           4.3437E+00              4.3437E+00
   657.0           4.3446E+00              4.3446E+00
   658.0           4.3455E+00              4.3455E+00
   659.0           4.3464E+00              4.3464E+00
   660.0           4.3473E+00              4.3473E+00
   661.0           4.3482E+00              4.3482E+00
   662.0           4.3491E+00              4.3491E+00
   663.0           4.3500E+00              4.3500E+00
   664.0           4.3509E+00              4.3509E+00
   665.0           4.3518E+00              4.3518E+00
   666.0           4.3526E+00              4.3526E+00
   667.0           4.3535E+00              4.3535E+00
   668.0           4.3544E+00              4.3544E+00
   669.0           4.3552E+00              4.3552E+00
   670.0           4.3560E+00              4.3560E+00
   671.0           4.3569E+00              4.3569E+00
   672.0           4.3577E+00              4.3577E+00
   673.0           4.3586E+00              4.3586E+00
   674.0           4.3594E+00              4.3594E+00
   675.0           4.3602E+00              4.3602E+00
   676.0           4.3610E+00              4.3610E+00
   677.0           4.3619E+00              4.3619E+00
   678.0           4.3627E+00              4.3627E+00
   679.0           4.3635E+00              4.3635E+00
   680.0           4.3643E+00              4.3643E+00
   681.0           4.3651E+00              4.3651E+00
   682.0           4.3659E+00              4.3659E+00
   683.0           4.3667E+00              4.3667E+00
   684.0           4.3675E+00              4.3675E+00
   685.0           4.3682E+00              4.3682E+00
   686.0           4.3690E+00              4.3690E+00
   687.0           4.3698E+00              4.3698E+00
   688.0           4.3706E+00              4.3706E+00
   689.0           4.3713E+00              4.3713E+00
   690.0           4.3721E+00              4.3721E+00
   691.0           4.3729E+00              4.3729E+00
   692.0           4.3736E+00              4.3736E+00
   693.0           4.3744E+00              4.3744E+00
   694.0           4.3751E+00              4.3751E+00
   695.0           4.3759E+00              4.3759E+00
   696.0           4.3766E+00              4.3766E+00
   697.0           4.3773E+00              4.3773E+00
   698.0           4.3781E+00              4.3781E+00
   699.0           4.3788E+00              4.3788E+00
   700.0           4.3795E+00              4.3795E+00
   701.0           4.3803E+00              4.3803E+00
   702.0           4.3810E+00              4.3810E+00
   703.0           4.3817E+00              4.3817E+00
   704.0           4.3825E+00              4.3825E+00
   705.0           4.3832E+00              4.3832E+00
   706.0           4.3839E+00              4.3839E+00
   707.0           4.3846E+00              4.3846E+00
   708.0           4.3853E+00              4.3853E+00
   709.0           4.3860E+00              4.3860E+00
   710.0           4.3867E+00              4.3867E+00
   711.0           4.3874E+00              4.3874E+00
   712.0           4.3881E+00              4.3881E+00
   713.0           4.3888E+00              4.3888E+00
   714.0           4.3895E+00              4.3895E+00
   715.0           4.3902E+00              4.3902E+00
   716.0           4.3909E+00              4.3909E+00
   717.0           4.3916E+00              4.3916E+00
   718.0           4.3923E+00              4.3923E+00
   719.0           4.3930E+00              4.3930E+00
   720.0           4.3937E+00              4.3937E+00
   721.0           4.3943E+00              4.3943E+00
   722.0           4.3950E+00              4.3950E+00
   723.0           4.3957E+00              4.3957E+00
   724.0           4.3964E+00              4.3964E+00
   725.0           4.3971E+00              4.3971E+00
   726.0           4.3977E+00              4.3977E+00
   727.0           4.3984E+00              4.3984E+00
   728.0           4.3991E+00              4.3991E+00
   729.0           4.3997E+00              4.3997E+00
   730.0           4.4004E+00              4.4004E+00
   731.0           4.4011E+00              4.4011E+00
   732.0           4.4018E+00              4.4018E+00
   733.0           4.4024E+00              4.4024E+00
   734.0           4.4031E+00              4.4031E+00
   735.0           4.4038E+00              4.4038E+00
   736.0           4.4044E+00              4.4044E+00
   737.0           4.4051E+00              4.4051E+00
   738.0           4.4058E+00              4.4058E+00
   739.0           4.4064E+00              4.4064E+00
   740.0           4.4071E+00              4.4071E+00
   741.0           4.4078E+00              4.4078E+00
   742.0           4.4084E+00              4.4084E+00
   743.0           4.4091E+00              4.4091E+00
   744.0           4.4098E+00              4.4098E+00
   745.0           4.4104E+00              4.4104E+00
   746.0           4.4111E+00              4.4111E+00
   747.0           4.4118E+00              4.4118E+00
   748.0           4.4124E+00              4.4124E+00
   749.0           4.4131E+00              4.4131E+00
   750.0           4.4138E+00              4.4138E+00
   751.0           4.4144E+00              4.4144E+00
   752.0           4.4151E+00              4.4151E+00
   753.0           4.4158E+00              4.4158E+00
   754.0           4.4164E+00              4.4164E+00
   755.0           4.4171E+00              4.4171E+00
   756.0           4.4178E+00              4.4178E+00
   757.0           4.4184E+00              4.4184E+00
   758.0           4.4191E+00              4.4191E+00
   759.0           4.4198E+00              4.4198E+00
   760.0           4.4204E+00              4.4204E+00
   761.0           4.4211E+00              4.4211E+00
   762.0           4.4218E+00              4.4218E+00
   763.0           4.4225E+00              4.4225E+00
   764.0           4.4231E+00              4.4231E+00
   765.0           4.4238E+00              4.4238E+00
   766.0           4.4245E+00              4.4245E+00
   767.0           4.4252E+00              4.4252E+00
   768.0           4.4258E+00              4.4258E+00
   769.0           4.4265E+00              4.4265E+00
   770.0           4.4272E+00              4.4272E+00
   771.0           4.4278E+00              4.4278E+00
   772.0           4.4285E+00              4.4285E+00
   773.0           4.4292E+00              4.4292E+00
   774.0           4.4299E+00              4.4299E+00
   775.0           4.4306E+00              4.4306E+00
   776.0           4.4312E+00              4.4312E+00
   777.0           4.4319E+00              4.4319E+00
   778.0           4.4326E+00              4.4326E+00
   779.0           4.4333E+00              4.4333E+00
   780.0           4.4339E+00              4.4339E+00
   781.0           4.4346E+00              4.4346E+00
   782.0           4.4353E+00              4.4353E+00
   783.0           4.4360E+00              4.4360E+00
   784.0           4.4366E+00              4.4366E+00
   785.0           4.4373E+00              4.4373E+00
   786.0           4.4380E+00              4.4380E+00
   787.0           4.4387E+00              4.4387E+00
   788.0           4.4394E+00              4.4394E+00
   789.0           4.4400E+00              4.4400E+00
   790.0           4.4407E+00              4.4407E+00
   791.0           4.4414E+00              4.4414E+00
   792.0           4.4421E+00              4.4421E+00
   793.0           4.4427E+00              4.4427E+00
   794.0           4.4434E+00              4.4434E+00
   795.0           4.4441E+00              4.4441E+00
   796.0           4.4448E+00              4.4448E+00
   797.0           4.4455E+00              4.4455E+00
   798.0           4.4461E+00              4.4461E+00
   799.0           4.4468E+00              4.4468E+00
   800.0           4.4475E+00              4.4475E+00
   801.0           4.4482E+00              4.4482E+00
   802.0           4.4489E+00              4.4489E+00
   803.0           4.4495E+00              4.4495E+00
   804.0           4.4502E+00              4.4502E+00
   805.0           4.4509E+00              4.4509E+00
   806.0           4.4516E+00              4.4516E+00
   807.0           4.4523E+00              4.4523E+00
   808.0           4.4529E+00              4.4529E+00
   809.0           4.4536E+00              4.4536E+00
   810.0           4.4543E+00              4.4543E+00
   811.0           4.4550E+00              4.4550E+00
   812.0           4.4556E+00              4.4556E+00
   813.0           4.4563E+00              4.4563E+00
   814.0           4.4570E+00              4.4570E+00
   815.0           4.4577E+00              4.4577E+00
   816.0           4.4583E+00              4.4583E+00
   817.0           4.4590E+00              4.4590E+00
   818.0           4.4597E+00              4.4597E+00
   819.0           4.4604E+00              4.4604E+00
   820.0           4.4611E+00              4.4611E+00
   821.0           4.4617E+00              4.4617E+00
   822.0           4.4624E+00              4.4624E+00
   823.0           4.4631E+00              4.4631E+00
   824.0           4.4637E+00              4.4637E+00
   825.0           4.4644E+00              4.4644E+00
   826.0           4.4651E+00              4.4651E+00
   827.0           4.4658E+00              4.4658E+00
   828.0           4.4665E+00              4.4665E+00
   829.0           4.4671E+00              4.4671E+00
   830.0           4.4678E+00              4.4678E+00
   831.0           4.4685E+00              4.4685E+00
   832.0           4.4691E+00              4.4691E+00
   833.0           4.4698E+00              4.4698E+00
   834.0           4.4705E+00              4.4705E+00
   835.0           4.4712E+00              4.4712E+00
   836.0           4.4718E+00              4.4718E+00
   837.0           4.4725E+00              4.4725E+00
   838.0           4.4732E+00              4.4732E+00
   839.0           4.4738E+00              4.4738E+00
   840.0           4.4745E+00              4.4745E+00
   841.0           4.4752E+00              4.4752E+00
   842.0           4.4758E+00              4.4758E+00
   843.0           4.4765E+00              4.4765E+00
   844.0           4.4772E+00              4.4772E+00
   845.0           4.4778E+00              4.4778E+00
   846.0           4.4785E+00              4.4785E+00
   847.0           4.4792E+00              4.4792E+00
   848.0           4.4798E+00              4.4798E+00
   849.0           4.4805E+00              4.4805E+00
   850.0           4.4812E+00              4.4812E+00
   851.0           4.4818E+00              4.4818E+00
   852.0           4.4825E+00              4.4825E+00
   853.0           4.4832E+00              4.4832E+00
   854.0           4.4838E+00              4.4838E+00
   855.0           4.4845E+00              4.4845E+00
   856.0           4.4851E+00              4.4851E+00
   857.0           4.4858E+00              4.4858E+00
   858.0           4.4865E+00              4.4865E+00
   859.0           4.4871E+00              4.4871E+00
   860.0           4.4878E+00              4.4878E+00
   861.0           4.4884E+00              4.4884E+00
   862.0           4.4891E+00              4.4891E+00
   863.0           4.4898E+00              4.4898E+00
   864.0           4.4904E+00              4.4904E+00
   865.0           4.4911E+00              4.4911E+00
   866.0           4.4917E+00              4.4917E+00
   867.0           4.4924E+00              4.4924E+00
   868.0           4.4930E+00              4.4930E+00
   869.0           4.4937E+00              4.4937E+00
   870.0           4.4943E+00              4.4943E+00
   871.0           4.4950E+00              4.4950E+00
   872.0           4.4956E+00              4.4956E+00
   873.0           4.4963E+00              4.4963E+00
   874.0           4.4969E+00              4.4969E+00
   875.0           4.4976E+00              4.4976E+00
   876.0           4.4983E+00              4.4983E+00
   877.0           4.4989E+00              4.4989E+00
   878.0           4.4996E+00              4.4996E+00
   879.0           4.5002E+00              4.5002E+00
   880.0           4.5008E+00              4.5008E+00
   881.0           4.5015E+00              4.5015E+00
   882.0           4.5021E+00              4.5021E+00
   883.0           4.5028E+00              4.5028E+00
   884.0           4.5034E+00              4.5034E+00
   885.0           4.5041E+00              4.5041E+00
   886.0           4.5047E+00              4.5047E+00
   887.0           4.5054E+00              4.5054E+00
   888.0           4.5060E+00              4.5060E+00
   889.0           4.5067E+00              4.5067E+00
   890.0           4.5073E+00              4.5073E+00
   891.0           4.5080E+00              4.5080E+00
   892.0           4.5086E+00              4.5086E+00
   893.0           4.5092E+00              4.5092E+00
   894.0           4.5099E+00              4.5099E+00
   895.0           4.5105E+00              4.5105E+00
   896.0           4.5112E+00              4.5112E+00
   897.0           4.5118E+00              4.5118E+00
   898.0           4.5125E+00              4.5125E+00
   899.0           4.5131E+00              4.5131E+00
   900.0           4.5137E+00              4.5137E+00
   901.0           4.5144E+00              4.5144E+00
   902.0           4.5150E+00              4.5150E+00
   903.0           4.5156E+00              4.5156E+00
   904.0           4.5163E+00              4.5163E+00
   905.0           4.5169E+00              4.5169E+00
   906.0           4.5176E+00              4.5176E+00
   907.0           4.5182E+00              4.5182E+00
   908.0           4.5188E+00              4.5188E+00
   909.0           4.5195E+00              4.5195E+00
   910.0           4.5201E+00              4.5201E+00
   911.0           4.5207E+00              4.5207E+00
   912.0           4.5214E+00              4.5214E+00
   913.0           4.5220E+00              4.5220E+00
   914.0           4.5227E+00              4.5226E+00
   915.0           4.5233E+00              4.5233E+00
   916.0           4.5239E+00              4.5239E+00
   917.0           4.5246E+00              4.5246E+00
   918.0           4.5252E+00              4.5252E+00
   919.0           4.5258E+00              4.5258E+00
   920.0           4.5265E+00              4.5265E+00
   921.0           4.5271E+00              4.5271E+00
   922.0           4.5277E+00              4.5277E+00
   923.0           4.5283E+00              4.5283E+00
   924.0           4.5290E+00              4.5290E+00
   925.0           4.5296E+00              4.5296E+00
   926.0           4.5302E+00              4.5302E+00
   927.0           4.5309E+00              4.5309E+00
   928.0           4.5315E+00              4.5315E+00
   929.0           4.5321E+00              4.5321E+00
   930.0           4.5328E+00              4.5328E+00
   931.0           4.5334E+00              4.5334E+00
   932.0           4.5340E+00              4.5340E+00
   933.0           4.5346E+00              4.5346E+00
   934.0           4.5353E+00              4.5353E+00
   935.0           4.5359E+00              4.5359E+00
   936.0           4.5365E+00              4.5365E+00
   937.0           4.5372E+00              4.5371E+00
   938.0           4.5378E+00              4.5378E+00
   939.0           4.5384E+00              4.5384E+00
   940.0           4.5390E+00              4.5390E+00
   941.0           4.5396E+00              4.5396E+00
   942.0           4.5403E+00              4.5403E+00
   943.0           4.5409E+00              4.5409E+00
   944.0           4.5415E+00              4.5415E+00
   945.0           4.5421E+00              4.5421E+00
   946.0           4.5428E+00              4.5428E+00
   947.0           4.5434E+00              4.5434E+00
   948.0           4.5440E+00              4.5440E+00
   949.0           4.5446E+00              4.5446E+00
   950.0           4.5453E+00              4.5453E+00
   951.0           4.5459E+00              4.5459E+00
   952.0           4.5465E+00              4.5465E+00
   953.0           4.5471E+00              4.5471E+00
   954.0           4.5477E+00              4.5477E+00
   955.0           4.5484E+00              4.5484E+00
   956.0           4.5490E+00              4.5490E+00
   957.0           4.5496E+00              4.5496E+00
   958.0           4.5502E+00              4.5502E+00
   959.0           4.5508E+00              4.5508E+00
   960.0           4.5515E+00              4.5515E+00
   961.0           4.5521E+00              4.5521E+00
   962.0           4.5527E+00              4.5527E+00
   963.0           4.5533E+00              4.5533E+00
   964.0           4.5539E+00              4.5539E+00
   965.0           4.5545E+00              4.5545E+00
   966.0           4.5552E+00              4.5552E+00
   967.0           4.5558E+00              4.5558E+00
   968.0           4.5564E+00              4.5564E+00
   969.0           4.5570E+00              4.5570E+00
   970.0           4.5576E+00              4.5576E+00
   971.0           4.5583E+00              4.5582E+00
   972.0           4.5589E+00              4.5589E+00
   973.0           4.5595E+00              4.5595E+00
   974.0           4.5601E+00              4.5601E+00
   975.0           4.5607E+00              4.5607E+00
   976.0           4.5613E+00              4.5613E+00
   977.0           4.5619E+00              4.5619E+00
   978.0           4.5625E+00              4.5625E+00
   979.0           4.5632E+00              4.5632E+00
   980.0           4.5638E+00              4.5638E+00
   981.0           4.5644E+00              4.5644E+00
   982.0           4.5650E+00              4.5650E+00
   983.0           4.5656E+00              4.5656E+00
   984.0           4.5662E+00              4.5662E+00
   985.0           4.5668E+00              4.5668E+00
   986.0           4.5675E+00              4.5675E+00
   987.0           4.5681E+00              4.5681E+00
   988.0           4.5687E+00              4.5687E+00
   989.0           4.5693E+00              4.5693E+00
   990.0           4.5699E+00              4.5699E+00
   991.0           4.5705E+00              4.5705E+00
   992.0           4.5711E+00              4.5711E+00
   993.0           4.5717E+00              4.5717E+00
   994.0           4.5723E+00              4.5723E+00
   995.0           4.5730E+00              4.5730E+00
   996.0           4.5736E+00              4.5736E+00
   997.0           4.5742E+00              4.5742E+00
   998.0           4.5748E+00              4.5748E+00
   999.0           4.5754E+00              4.5754E+00
  1000.0           4.5760E+00              4.5760E+00
  1001.0           4.5766E+00              4.5766E+00
  1002.0           4.5772E+00              4.5772E+00
  1003.0           4.5778E+00              4.5778E+00
  1004.0           4.5784E+00              4.5784E+00
  1005.0           4.5790E+00              4.5790E+00
  1006.0           4.5796E+00              4.5796E+00
  1007.0           4.5802E+00              4.5802E+00
  1008.0           4.5809E+00              4.5809E+00
  1009.0           4.5815E+00              4.5815E+00
  1010.0           4.5821E+00              4.5821E+00
  1011.0           4.5827E+00              4.5827E+00
  1012.0           4.5833E+00              4.5833E+00
  1013.0           4.5839E+00              4.5839E+00
  1014.0           4.5845E+00              4.5845E+00
  1015.0           4.5851E+00              4.5851E+00
  1016.0           4.5857E+00              4.5857E+00
  1017.0           4.5863E+00              4.5863E+00
  1018.0           4.5869E+00              4.5869E+00
  1019.0           4.5875E+00              4.5875E+00
  1020.0           4.5881E+00              4.5881E+00
  1021.0           4.5887E+00              4.5887E+00
  1022.0           4.5893E+00              4.5893E+00
  1023.0           4.5899E+00              4.5899E+00
  1024.0           4.5905E+00              4.5905E+00
  1025.0           4.5911E+00              4.5911E+00
  1026.0           4.5917E+00              4.5917E+00
  1027.0           4.5923E+00              4.5923E+00
  1028.0           4.5929E+00              4.5929E+00
  1029.0           4.5935E+00              4.5935E+00
  1030.0           4.5941E+00              4.5941E+00
  1031.0           4.5947E+00              4.5947E+00
  1032.0           4.5953E+00              4.5953E+00
  1033.0           4.5959E+00              4.5959E+00
  1034.0           4.5965E+00              4.5965E+00
  1035.0           4.5972E+00              4.5972E+00
  1036.0           4.5977E+00              4.5977E+00
  1037.0           4.5983E+00              4.5983E+00
  1038.0           4.5989E+00              4.5989E+00
  1039.0           4.5995E+00              4.5995E+00
  1040.0           4.6001E+00              4.6001E+00
  1041.0           4.6007E+00              4.6007E+00
  1042.0           4.6013E+00              4.6013E+00
  1043.0           4.6019E+00              4.6019E+00
  1044.0           4.6025E+00              4.6025E+00
  1045.0           4.6031E+00              4.6031E+00
  1046.0           4.6037E+00              4.6037E+00
  1047.0           4.6043E+00              4.6043E+00
  1048.0           4.6049E+00              4.6049E+00
  1049.0           4.6055E+00              4.6055E+00
  1050.0           4.6061E+00              4.6061E+00
  1051.0           4.6067E+00              4.6067E+00
  1052.0           4.6073E+00              4.6073E+00
  1053.0           4.6079E+00              4.6079E+00
  1054.0           4.6085E+00              4.6085E+00
  1055.0           4.6091E+00              4.6091E+00
  1056.0           4.6097E+00              4.6097E+00
  1057.0           4.6103E+00              4.6103E+00
  1058.0           4.6109E+00              4.6109E+00
  1059.0           4.6115E+00              4.6115E+00
  1060.0           4.6121E+00              4.6121E+00
  1061.0           4.6127E+00              4.6127E+00
  1062.0           4.6133E+00              4.6133E+00
  1063.0           4.6139E+00              4.6139E+00
  1064.0           4.6145E+00              4.6145E+00
  1065.0           4.6150E+00              4.6150E+00
  1066.0           4.6156E+00              4.6156E+00
  1067.0           4.6162E+00              4.6162E+00
  1068.0           4.6168E+00              4.6168E+00
  1069.0           4.6174E+00              4.6174E+00
  1070.0           4.6180E+00              4.6180E+00
  1071.0           4.6186E+00              4.6186E+00
  1072.0           4.6192E+00              4.6192E+00
  1073.0           4.6198E+00              4.6198E+00
  1074.0           4.6204E+00              4.6204E+00
  1075.0           4.6210E+00              4.6210E+00
  1076.0           4.6216E+00              4.6216E+00
  1077.0           4.6222E+00              4.6222E+00
  1078.0           4.6227E+00              4.6227E+00
  1079.0           4.6233E+00              4.6233E+00
  1080.0           4.6239E+00              4.6239E+00
  1081.0           4.6245E+00              4.6245E+00
  1082.0           4.6251E+00              4.6251E+00
  1083.0           4.6257E+00              4.6257E+00
  1084.0           4.6263E+00              4.6263E+00
  1085.0           4.6269E+00              4.6269E+00
  1086.0           4.6275E+00              4.6275E+00
  1087.0           4.6281E+00              4.6281E+00
  1088.0           4.6286E+00              4.6286E+00
  1089.0           4.6292E+00              4.6292E+00
  1090.0           4.6298E+00              4.6298E+00
  1091.0           4.6304E+00              4.6304E+00
  1092.0           4.6310E+00              4.6310E+00
  1093.0           4.6316E+00              4.6316E+00
  1094.0           4.6322E+00              4.6322E+00
  1095.0           4.6328E+00              4.6328E+00
  1096.0           4.6333E+00              4.6333E+00
  1097.0           4.6339E+00              4.6339E+00
  1098.0           4.6345E+00              4.6345E+00
  1099.0           4.6351E+00              4.6351E+00
  1100.0           4.6357E+00              4.6357E+00
  1101.0           4.6363E+00              4.6363E+00
  1102.0           4.6369E+00              4.6369E+00
  1103.0           4.6375E+00              4.6375E+00
  1104.0           4.6380E+00              4.6380E+00
  1105.0           4.6386E+00              4.6386E+00
  1106.0           4.6392E+00              4.6392E+00
  1107.0           4.6398E+00              4.6398E+00
  1108.0           4.6404E+00              4.6404E+00
  1109.0           4.6410E+00              4.6410E+00
  1110.0           4.6415E+00              4.6415E+00
  1111.0           4.6421E+00              4.6421E+00
  1112.0           4.6427E+00              4.6427E+00
  1113.0           4.6433E+00              4.6433E+00
  1114.0           4.6439E+00              4.6439E+00
  1115.0           4.6445E+00              4.6445E+00
  1116.0           4.6451E+00              4.6451E+00
  1117.0           4.6456E+00              4.6456E+00
  1118.0           4.6462E+00              4.6462E+00
  1119.0           4.6468E+00              4.6468E+00
  1120.0           4.6474E+00              4.6474E+00
  1121.0           4.6480E+00              4.6480E+00
  1122.0           4.6486E+00              4.6486E+00
  1123.0           4.6491E+00              4.6491E+00
  1124.0           4.6497E+00              4.6497E+00
  1125.0           4.6503E+00              4.6503E+00
  1126.0           4.6509E+00              4.6509E+00
  1127.0           4.6515E+00              4.6515E+00
  1128.0           4.6520E+00              4.6520E+00
  1129.0           4.6526E+00              4.6526E+00
  1130.0           4.6532E+00              4.6532E+00
  1131.0           4.6538E+00              4.6538E+00
  1132.0           4.6544E+00              4.6544E+00
  1133.0           4.6549E+00              4.6549E+00
  1134.0           4.6555E+00              4.6555E+00
  1135.0           4.6561E+00              4.6561E+00
  1136.0           4.6567E+00              4.6567E+00
  1137.0           4.6573E+00              4.6573E+00
  1138.0           4.6578E+00              4.6578E+00
  1139.0           4.6584E+00              4.6584E+00
  1140.0           4.6590E+00              4.6590E+00
  1141.0           4.6596E+00              4.6596E+00
  1142.0           4.6602E+00              4.6602E+00
  1143.0           4.6607E+00              4.6607E+00
  1144.0           4.6613E+00              4.6613E+00
  1145.0           4.6619E+00              4.6619E+00
  1146.0           4.6625E+00              4.6625E+00
  1147.0           4.6630E+00              4.6630E+00
  1148.0           4.6636E+00              4.6636E+00
  1149.0           4.6642E+00              4.6642E+00
  1150.0           4.6648E+00              4.6648E+00
  1151.0           4.6654E+00              4.6654E+00
  1152.0           4.6659E+00              4.6659E+00
  1153.0           4.6665E+00              4.6665E+00
  1154.0           4.6671E+00              4.6671E+00
  1155.0           4.6677E+00              4.6677E+00
  1156.0           4.6682E+00              4.6682E+00
  1157.0           4.6688E+00              4.6688E+00
  1158.0           4.6694E+00              4.6694E+00
  1159.0           4.6700E+00              4.6700E+00
  1160.0           4.6705E+00              4.6705E+00
  1161.0           4.6711E+00              4.6711E+00
  1162.0           4.6717E+00              4.6717E+00
  1163.0           4.6723E+00              4.6723E+00
  1164.0           4.6729E+00              4.6729E+00
  1165.0           4.6734E+00              4.6734E+00
  1166.0           4.6740E+00              4.6740E+00
  1167.0           4.6746E+00              4.6746E+00
  1168.0           4.6751E+00              4.6751E+00
  1169.0           4.6757E+00              4.6757E+00
  1170.0           4.6763E+00              4.6763E+00
  1171.0           4.6769E+00              4.6769E+00
  1172.0           4.6775E+00              4.6774E+00
  1173.0           4.6780E+00              4.6780E+00
  1174.0           4.6786E+00              4.6786E+00
  1175.0           4.6792E+00              4.6792E+00
  1176.0           4.6797E+00              4.6797E+00
  1177.0           4.6803E+00              4.6803E+00
  1178.0           4.6809E+00              4.6809E+00
  1179.0           4.6815E+00              4.6815E+00
  1180.0           4.6820E+00              4.6820E+00
  1181.0           4.6826E+00              4.6826E+00
  1182.0           4.6832E+00              4.6832E+00
  1183.0           4.6838E+00              4.6838E+00
  1184.0           4.6843E+00              4.6843E+00
  1185.0           4.6849E+00              4.6849E+00
  1186.0           4.6855E+00              4.6855E+00
  1187.0           4.6860E+00              4.6860E+00
  1188.0           4.6866E+00              4.6866E+00
  1189.0           4.6872E+00              4.6872E+00
  1190.0           4.6878E+00              4.6878E+00
  1191.0           4.6883E+00              4.6883E+00
  1192.0           4.6889E+00              4.6889E+00
  1193.0           4.6895E+00              4.6895E+00
  1194.0           4.6900E+00              4.6900E+00
  1195.0           4.6906E+00              4.6906E+00
  1196.0           4.6912E+00              4.6912E+00
  1197.0           4.6917E+00              4.6917E+00
  1198.0           4.6923E+00              4.6923E+00
  1199.0           4.6929E+00              4.6929E+00
  1200.0           4.6935E+00              4.6935E+00
  1201.0           4.6940E+00              4.6940E+00
  1202.0           4.6946E+00              4.6946E+00
  1203.0           4.6952E+00              4.6952E+00
  1204.0           4.6957E+00              4.6957E+00
  1205.0           4.6963E+00              4.6963E+00
  1206.0           4.6969E+00              4.6969E+00
  1207.0           4.6974E+00              4.6974E+00
  1208.0           4.6980E+00              4.6980E+00
  1209.0           4.6986E+00              4.6986E+00
  1210.0           4.6991E+00              4.6991E+00
  1211.0           4.6997E+00              4.6997E+00
  1212.0           4.7003E+00              4.7003E+00
  1213.0           4.7008E+00              4.7008E+00
  1214.0           4.7014E+00              4.7014E+00
  1215.0           4.7020E+00              4.7020E+00
  1216.0           4.7026E+00              4.7026E+00
  1217.0           4.7031E+00              4.7031E+00
  1218.0           4.7037E+00              4.7037E+00
  1219.0           4.7043E+00              4.7043E+00
  1220.0           4.7048E+00              4.7048E+00
  1221.0           4.7054E+00              4.7054E+00
  1222.0           4.7060E+00              4.7060E+00
  1223.0           4.7065E+00              4.7065E+00
  1224.0           4.7071E+00              4.7071E+00
  1225.0           4.7077E+00              4.7077E+00
  1226.0           4.7082E+00              4.7082E+00
  1227.0           4.7088E+00              4.7088E+00
  1228.0           4.7094E+00              4.7094E+00
  1229.0           4.7099E+00              4.7099E+00
  1230.0           4.7105E+00              4.7105E+00
  1231.0           4.7110E+00              4.7110E+00
  1232.0           4.7116E+00              4.7116E+00
  1233.0           4.7122E+00              4.7122E+00
  1234.0           4.7127E+00              4.7127E+00
  1235.0           4.7133E+00              4.7133E+00
  1236.0           4.7139E+00              4.7139E+00
  1237.0           4.7144E+00              4.7144E+00
  1238.0           4.7150E+00              4.7150E+00
  1239.0           4.7156E+00              4.7156E+00
  1240.0           4.7161E+00              4.7161E+00
  1241.0           4.7167E+00              4.7167E+00
  1242.0           4.7173E+00              4.7173E+00
  1243.0           4.7178E+00              4.7178E+00
  1244.0           4.7184E+00              4.7184E+00
  1245.0           4.7190E+00              4.7190E+00
  1246.0           4.7195E+00              4.7195E+00
  1247.0           4.7201E+00              4.7201E+00
  1248.0           4.7206E+00              4.7206E+00
  1249.0           4.7212E+00              4.7212E+00
  1250.0           4.7218E+00              4.7218E+00
  1251.0           4.7223E+00              4.7223E+00
  1252.0           4.7229E+00              4.7229E+00
  1253.0           4.7235E+00              4.7235E+00
  1254.0           4.7240E+00              4.7240E+00
  1255.0           4.7246E+00              4.7246E+00
  1256.0           4.7252E+00              4.7252E+00
  1257.0           4.7257E+00              4.7257E+00
  1258.0           4.7263E+00              4.7263E+00
  1259.0           4.7268E+00              4.7268E+00
  1260.0           4.7274E+00              4.7274E+00
  1261.0           4.7280E+00              4.7280E+00
  1262.0           4.7285E+00              4.7285E+00
  1263.0           4.7291E+00              4.7291E+00
  1264.0           4.7297E+00              4.7297E+00
  1265.0           4.7302E+00              4.7302E+00
  1266.0           4.7308E+00              4.7308E+00
  1267.0           4.7313E+00              4.7313E+00
  1268.0           4.7319E+00              4.7319E+00
  1269.0           4.7325E+00              4.7325E+00
  1270.0           4.7330E+00              4.7330E+00
  1271.0           4.7336E+00              4.7336E+00
  1272.0           4.7341E+00              4.7341E+00
  1273.0           4.7347E+00              4.7347E+00
  1274.0           4.7353E+00              4.7353E+00
  1275.0           4.7358E+00              4.7358E+00
  1276.0           4.7364E+00              4.7364E+00
  1277.0           4.7369E+00              4.7369E+00
  1278.0           4.7375E+00              4.7375E+00
  1279.0           4.7381E+00              4.7381E+00
  1280.0           4.7386E+00              4.7386E+00
  1281.0           4.7392E+00              4.7392E+00
  1282.0           4.7397E+00              4.7397E+00
  1283.0           4.7403E+00              4.7403E+00
  1284.0           4.7409E+00              4.7409E+00
  1285.0           4.7414E+00              4.7414E+00
  1286.0           4.7420E+00              4.7420E+00
  1287.0           4.7425E+00              4.7425E+00
  1288.0           4.7431E+00              4.7431E+00
  1289.0           4.7437E+00              4.7437E+00
  1290.0           4.7442E+00              4.7442E+00
  1291.0           4.7448E+00              4.7448E+00
  1292.0           4.7453E+00              4.7453E+00
  1293.0           4.7459E+00              4.7459E+00
  1294.0           4.7465E+00              4.7465E+00
  1295.0           4.7470E+00              4.7470E+00
  1296.0           4.7476E+00              4.7476E+00
  1297.0           4.7481E+00              4.7481E+00
  1298.0           4.7487E+00              4.7487E+00
