#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1933.0           5.0872E+00              5.0872E+00
  1934.0           5.0877E+00              5.0877E+00
  1935.0           5.0882E+00              5.0882E+00
  1936.0           5.0887E+00              5.0887E+00
  1937.0           5.0892E+00              5.0892E+00
  1938.0           5.0897E+00              5.0897E+00
  1939.0           5.0903E+00              5.0903E+00
  1940.0           5.0908E+00              5.0908E+00
  1941.0           5.0913E+00              5.0913E+00
  1942.0           5.0918E+00              5.0918E+00
  1943.0           5.0923E+00              5.0923E+00
  1944.0           5.0928E+00              5.0928E+00
  1945.0           5.0933E+00              5.0933E+00
  1946.0           5.0938E+00              5.0938E+00
  1947.0           5.0944E+00              5.0944E+00
  1948.0           5.0949E+00              5.0949E+00
  1949.0           5.0954E+00              5.0954E+00
  1950.0           5.0959E+00              5.0959E+00
  1951.0           5.0964E+00              5.0964E+00
  1952.0           5.0969E+00              5.0969E+00
  1953.0           5.0974E+00              5.0974E+00
  1954.0           5.0979E+00              5.0979E+00
  1955.0           5.0985E+00              5.0985E+00
  1956.0           5.0990E+00              5.0990E+00
  1957.0           5.0995E+00              5.0995E+00
  1958.0           5.1000E+00              5.1000E+00
  1959.0           5.1005E+00              5.1005E+00
  1960.0           5.1010E+00              5.1010E+00
  1961.0           5.1015E+00              5.1015E+00
  1962.0           5.1020E+00              5.1020E+00
  1963.0           5.1025E+00              5.1025E+00
  1964.0           5.1031E+00              5.1031E+00
  1965.0           5.1036E+00              5.1036E+00
  1966.0           5.1041E+00              5.1041E+00
  1967.0           5.1046E+00              5.1046E+00
  1968.0           5.1051E+00              5.1051E+00
  1969.0           5.1056E+00              5.1056E+00
  1970.0           5.1061E+00              5.1061E+00
  1971.0           5.1066E+00              5.1066E+00
  1972.0           5.1071E+00              5.1071E+00
  1973.0           5.1077E+00              5.1077E+00
  1974.0           5.1082E+00              5.1082E+00
  1975.0           5.1087E+00              5.1087E+00
  1976.0           5.1092E+00              5.1092E+00
  1977.0           5.1097E+00              5.1097E+00
  1978.0           5.1102E+00              5.1102E+00
  1979.0           5.1107E+00              5.1107E+00
  1980.0           5.1112E+00              5.1112E+00
  1981.0           5.1117E+00              5.1117E+00
  1982.0           5.1123E+00              5.1123E+00
  1983.0           5.1128E+00              5.1128E+00
  1984.0           5.1133E+00              5.1133E+00
  1985.0           5.1138E+00              5.1138E+00
  1986.0           5.1143E+00              5.1143E+00
  1987.0           5.1148E+00              5.1148E+00
  1988.0           5.1153E+00              5.1153E+00
  1989.0           5.1158E+00              5.1158E+00
  1990.0           5.1163E+00              5.1163E+00
  1991.0           5.1169E+00              5.1169E+00
  1992.0           5.1174E+00              5.1174E+00
  1993.0           5.1179E+00              5.1179E+00
  1994.0           5.1184E+00              5.1184E+00
  1995.0           5.1189E+00              5.1189E+00
  1996.0           5.1194E+00              5.1194E+00
  1997.0           5.1199E+00              5.1199E+00
  1998.0           5.1204E+00              5.1204E+00
  1999.0           5.1209E+00              5.1209E+00
  2000.0           5.1214E+00              5.1214E+00
  2001.0           5.1219E+00              5.1219E+00
  2002.0           5.1225E+00              5.1225E+00
  2003.0           5.1230E+00              5.1230E+00
  2004.0           5.1235E+00              5.1235E+00
  2005.0           5.1240E+00              5.1240E+00
  2006.0           5.1245E+00              5.1245E+00
  2007.0           5.1250E+00              5.1250E+00
  2008.0           5.1255E+00              5.1255E+00
  2009.0           5.1260E+00              5.1260E+00
  2010.0           5.1265E+00              5.1265E+00
  2011.0           5.1271E+00              5.1271E+00
  2012.0           5.1276E+00              5.1276E+00
  2013.0           5.1281E+00              5.1281E+00
  2014.0           5.1286E+00              5.1286E+00
  2015.0           5.1291E+00              5.1291E+00
  2016.0           5.1296E+00              5.1296E+00
  2017.0           5.1301E+00              5.1301E+00
  2018.0           5.1306E+00              5.1306E+00
  2019.0           5.1311E+00              5.1311E+00
  2020.0           5.1316E+00              5.1316E+00
  2021.0           5.1321E+00              5.1321E+00
  2022.0           5.1327E+00              5.1327E+00
  2023.0           5.1332E+00              5.1332E+00
  2024.0           5.1337E+00              5.1337E+00
  2025.0           5.1342E+00              5.1342E+00
  2026.0           5.1347E+00              5.1347E+00
  2027.0           5.1352E+00              5.1352E+00
  2028.0           5.1357E+00              5.1357E+00
  2029.0           5.1362E+00              5.1362E+00
  2030.0           5.1367E+00              5.1367E+00
  2031.0           5.1372E+00              5.1372E+00
  2032.0           5.1377E+00              5.1377E+00
  2033.0           5.1382E+00              5.1382E+00
  2034.0           5.1387E+00              5.1387E+00
  2035.0           5.1393E+00              5.1393E+00
  2036.0           5.1398E+00              5.1398E+00
  2037.0           5.1403E+00              5.1403E+00
  2038.0           5.1408E+00              5.1408E+00
  2039.0           5.1413E+00              5.1413E+00
  2040.0           5.1418E+00              5.1418E+00
  2041.0           5.1423E+00              5.1423E+00
  2042.0           5.1428E+00              5.1428E+00
  2043.0           5.1433E+00              5.1433E+00
  2044.0           5.1438E+00              5.1438E+00
  2045.0           5.1443E+00              5.1443E+00
  2046.0           5.1448E+00              5.1448E+00
  2047.0           5.1453E+00              5.1453E+00
  2048.0           5.1459E+00              5.1459E+00
  2049.0           5.1464E+00              5.1464E+00
  2050.0           5.1469E+00              5.1469E+00
  2051.0           5.1474E+00              5.1474E+00
  2052.0           5.1479E+00              5.1479E+00
  2053.0           5.1484E+00              5.1484E+00
  2054.0           5.1489E+00              5.1489E+00
  2055.0           5.1494E+00              5.1494E+00
  2056.0           5.1499E+00              5.1499E+00
  2057.0           5.1504E+00              5.1504E+00
  2058.0           5.1509E+00              5.1509E+00
  2059.0           5.1514E+00              5.1514E+00
  2060.0           5.1519E+00              5.1519E+00
  2061.0           5.1524E+00              5.1524E+00
  2062.0           5.1529E+00              5.1529E+00
  2063.0           5.1534E+00              5.1534E+00
  2064.0           5.1540E+00              5.1540E+00
  2065.0           5.1545E+00              5.1545E+00
  2066.0           5.1550E+00              5.1550E+00
  2067.0           5.1555E+00              5.1555E+00
  2068.0           5.1560E+00              5.1560E+00
  2069.0           5.1565E+00              5.1565E+00
  2070.0           5.1570E+00              5.1570E+00
  2071.0           5.1575E+00              5.1575E+00
  2072.0           5.1580E+00              5.1580E+00
  2073.0           5.1585E+00              5.1585E+00
  2074.0           5.1590E+00              5.1590E+00
  2075.0           5.1595E+00              5.1595E+00
  2076.0           5.1600E+00              5.1600E+00
  2077.0           5.1605E+00              5.1605E+00
  2078.0           5.1610E+00              5.1610E+00
  2079.0           5.1615E+00              5.1615E+00
  2080.0           5.1620E+00              5.1620E+00
  2081.0           5.1625E+00              5.1625E+00
  2082.0           5.1631E+00              5.1631E+00
  2083.0           5.1635E+00              5.1635E+00
  2084.0           5.1641E+00              5.1641E+00
  2085.0           5.1646E+00              5.1646E+00
  2086.0           5.1651E+00              5.1651E+00
  2087.0           5.1656E+00              5.1656E+00
  2088.0           5.1661E+00              5.1661E+00
  2089.0           5.1666E+00              5.1666E+00
  2090.0           5.1671E+00              5.1671E+00
  2091.0           5.1676E+00              5.1676E+00
  2092.0           5.1681E+00              5.1681E+00
  2093.0           5.1686E+00              5.1686E+00
  2094.0           5.1691E+00              5.1691E+00
  2095.0           5.1696E+00              5.1696E+00
  2096.0           5.1701E+00              5.1701E+00
  2097.0           5.1706E+00              5.1706E+00
  2098.0           5.1711E+00              5.1711E+00
  2099.0           5.1716E+00              5.1716E+00
  2100.0           5.1721E+00              5.1721E+00
  2101.0           5.1726E+00              5.1726E+00
  2102.0           5.1731E+00              5.1731E+00
  2103.0           5.1736E+00              5.1736E+00
  2104.0           5.1741E+00              5.1741E+00
  2105.0           5.1746E+00              5.1746E+00
  2106.0           5.1752E+00              5.1751E+00
  2107.0           5.1756E+00              5.1756E+00
  2108.0           5.1762E+00              5.1762E+00
  2109.0           5.1767E+00              5.1767E+00
  2110.0           5.1772E+00              5.1772E+00
  2111.0           5.1777E+00              5.1777E+00
  2112.0           5.1782E+00              5.1782E+00
  2113.0           5.1787E+00              5.1787E+00
  2114.0           5.1792E+00              5.1792E+00
  2115.0           5.1797E+00              5.1797E+00
  2116.0           5.1802E+00              5.1802E+00
  2117.0           5.1807E+00              5.1807E+00
  2118.0           5.1812E+00              5.1812E+00
  2119.0           5.1817E+00              5.1817E+00
  2120.0           5.1822E+00              5.1822E+00
  2121.0           5.1827E+00              5.1827E+00
  2122.0           5.1832E+00              5.1832E+00
  2123.0           5.1837E+00              5.1837E+00
  2124.0           5.1842E+00              5.1842E+00
  2125.0           5.1847E+00              5.1847E+00
  2126.0           5.1852E+00              5.1852E+00
  2127.0           5.1857E+00              5.1857E+00
  2128.0           5.1862E+00              5.1862E+00
  2129.0           5.1867E+00              5.1867E+00
  2130.0           5.1872E+00              5.1872E+00
  2131.0           5.1877E+00              5.1877E+00
  2132.0           5.1882E+00              5.1882E+00
  2133.0           5.1887E+00              5.1887E+00
  2134.0           5.1892E+00              5.1892E+00
  2135.0           5.1897E+00              5.1897E+00
  2136.0           5.1902E+00              5.1902E+00
  2137.0           5.1907E+00              5.1907E+00
  2138.0           5.1912E+00              5.1912E+00
  2139.0           5.1917E+00              5.1917E+00
  2140.0           5.1922E+00              5.1922E+00
  2141.0           5.1927E+00              5.1927E+00
  2142.0           5.1932E+00              5.1932E+00
  2143.0           5.1937E+00              5.1937E+00
  2144.0           5.1942E+00              5.1942E+00
  2145.0           5.1947E+00              5.1947E+00
  2146.0           5.1952E+00              5.1952E+00
  2147.0           5.1957E+00              5.1957E+00
  2148.0           5.1962E+00              5.1962E+00
  2149.0           5.1967E+00              5.1967E+00
  2150.0           5.1972E+00              5.1972E+00
  2151.0           5.1977E+00              5.1977E+00
  2152.0           5.1982E+00              5.1982E+00
  2153.0           5.1987E+00              5.1987E+00
  2154.0           5.1992E+00              5.1992E+00
  2155.0           5.1997E+00              5.1997E+00
  2156.0           5.2002E+00              5.2002E+00
  2157.0           5.2007E+00              5.2007E+00
  2158.0           5.2012E+00              5.2012E+00
  2159.0           5.2017E+00              5.2017E+00
  2160.0           5.2022E+00              5.2022E+00
  2161.0           5.2027E+00              5.2027E+00
  2162.0           5.2032E+00              5.2032E+00
  2163.0           5.2037E+00              5.2037E+00
  2164.0           5.2042E+00              5.2042E+00
  2165.0           5.2047E+00              5.2047E+00
  2166.0           5.2052E+00              5.2052E+00
  2167.0           5.2057E+00              5.2057E+00
  2168.0           5.2062E+00              5.2062E+00
  2169.0           5.2067E+00              5.2067E+00
  2170.0           5.2072E+00              5.2072E+00
  2171.0           5.2077E+00              5.2077E+00
  2172.0           5.2082E+00              5.2082E+00
  2173.0           5.2087E+00              5.2087E+00
  2174.0           5.2092E+00              5.2092E+00
  2175.0           5.2097E+00              5.2097E+00
  2176.0           5.2102E+00              5.2102E+00
  2177.0           5.2107E+00              5.2107E+00
  2178.0           5.2112E+00              5.2112E+00
  2179.0           5.2117E+00              5.2117E+00
  2180.0           5.2122E+00              5.2122E+00
  2181.0           5.2127E+00              5.2127E+00
  2182.0           5.2132E+00              5.2132E+00
  2183.0           5.2137E+00              5.2137E+00
  2184.0           5.2142E+00              5.2142E+00
  2185.0           5.2147E+00              5.2147E+00
  2186.0           5.2152E+00              5.2152E+00
  2187.0           5.2157E+00              5.2157E+00
  2188.0           5.2162E+00              5.2162E+00
  2189.0           5.2167E+00              5.2167E+00
  2190.0           5.2172E+00              5.2172E+00
  2191.0           5.2177E+00              5.2177E+00
  2192.0           5.2182E+00              5.2182E+00
  2193.0           5.2187E+00              5.2187E+00
  2194.0           5.2192E+00              5.2192E+00
  2195.0           5.2197E+00              5.2197E+00
  2196.0           5.2202E+00              5.2202E+00
  2197.0           5.2207E+00              5.2207E+00
  2198.0           5.2212E+00              5.2212E+00
  2199.0           5.2217E+00              5.2217E+00
  2200.0           5.2221E+00              5.2221E+00
  2201.0           5.2226E+00              5.2226E+00
  2202.0           5.2231E+00              5.2231E+00
  2203.0           5.2236E+00              5.2236E+00
  2204.0           5.2241E+00              5.2241E+00
  2205.0           5.2246E+00              5.2246E+00
  2206.0           5.2251E+00              5.2251E+00
  2207.0           5.2256E+00              5.2256E+00
  2208.0           5.2261E+00              5.2261E+00
  2209.0           5.2266E+00              5.2266E+00
  2210.0           5.2271E+00              5.2271E+00
  2211.0           5.2276E+00              5.2276E+00
  2212.0           5.2281E+00              5.2281E+00
  2213.0           5.2286E+00              5.2286E+00
  2214.0           5.2291E+00              5.2291E+00
  2215.0           5.2296E+00              5.2296E+00
  2216.0           5.2301E+00              5.2301E+00
  2217.0           5.2306E+00              5.2306E+00
  2218.0           5.2311E+00              5.2311E+00
  2219.0           5.2316E+00              5.2316E+00
  2220.0           5.2321E+00              5.2321E+00
  2221.0           5.2326E+00              5.2326E+00
  2222.0           5.2331E+00              5.2331E+00
  2223.0           5.2336E+00              5.2336E+00
  2224.0           5.2341E+00              5.2341E+00
  2225.0           5.2346E+00              5.2346E+00
  2226.0           5.2350E+00              5.2350E+00
  2227.0           5.2355E+00              5.2355E+00
  2228.0           5.2360E+00              5.2360E+00
  2229.0           5.2365E+00              5.2365E+00
  2230.0           5.2370E+00              5.2370E+00
  2231.0           5.2375E+00              5.2375E+00
  2232.0           5.2380E+00              5.2380E+00
  2233.0           5.2385E+00              5.2385E+00
  2234.0           5.2390E+00              5.2390E+00
  2235.0           5.2395E+00              5.2395E+00
  2236.0           5.2400E+00              5.2400E+00
  2237.0           5.2405E+00              5.2405E+00
  2238.0           5.2410E+00              5.2410E+00
  2239.0           5.2415E+00              5.2415E+00
  2240.0           5.2420E+00              5.2420E+00
  2241.0           5.2425E+00              5.2425E+00
  2242.0           5.2430E+00              5.2430E+00
  2243.0           5.2435E+00              5.2435E+00
  2244.0           5.2440E+00              5.2440E+00
  2245.0           5.2445E+00              5.2445E+00
  2246.0           5.2450E+00              5.2450E+00
  2247.0           5.2454E+00              5.2454E+00
  2248.0           5.2459E+00              5.2459E+00
  2249.0           5.2464E+00              5.2464E+00
  2250.0           5.2469E+00              5.2469E+00
  2251.0           5.2474E+00              5.2474E+00
  2252.0           5.2479E+00              5.2479E+00
  2253.0           5.2484E+00              5.2484E+00
  2254.0           5.2489E+00              5.2489E+00
  2255.0           5.2494E+00              5.2494E+00
  2256.0           5.2499E+00              5.2499E+00
  2257.0           5.2504E+00              5.2504E+00
  2258.0           5.2509E+00              5.2509E+00
  2259.0           5.2514E+00              5.2514E+00
  2260.0           5.2519E+00              5.2519E+00
  2261.0           5.2524E+00              5.2524E+00
  2262.0           5.2529E+00              5.2529E+00
  2263.0           5.2534E+00              5.2534E+00
  2264.0           5.2539E+00              5.2539E+00
  2265.0           5.2544E+00              5.2544E+00
  2266.0           5.2549E+00              5.2549E+00
  2267.0           5.2554E+00              5.2554E+00
  2268.0           5.2559E+00              5.2559E+00
  2269.0           5.2563E+00              5.2563E+00
  2270.0           5.2568E+00              5.2568E+00
  2271.0           5.2573E+00              5.2573E+00
  2272.0           5.2578E+00              5.2578E+00
  2273.0           5.2583E+00              5.2583E+00
  2274.0           5.2588E+00              5.2588E+00
  2275.0           5.2593E+00              5.2593E+00
  2276.0           5.2598E+00              5.2598E+00
  2277.0           5.2603E+00              5.2603E+00
  2278.0           5.2608E+00              5.2608E+00
  2279.0           5.2613E+00              5.2613E+00
  2280.0           5.2618E+00              5.2618E+00
  2281.0           5.2623E+00              5.2623E+00
  2282.0           5.2628E+00              5.2628E+00
  2283.0           5.2633E+00              5.2633E+00
  2284.0           5.2638E+00              5.2638E+00
  2285.0           5.2643E+00              5.2643E+00
  2286.0           5.2648E+00              5.2648E+00
  2287.0           5.2653E+00              5.2653E+00
  2288.0           5.2658E+00              5.2658E+00
  2289.0           5.2663E+00              5.2663E+00
  2290.0           5.2668E+00              5.2668E+00
  2291.0           5.2673E+00              5.2673E+00
  2292.0           5.2677E+00              5.2677E+00
  2293.0           5.2682E+00              5.2682E+00
  2294.0           5.2687E+00              5.2687E+00
  2295.0           5.2692E+00              5.2692E+00
  2296.0           5.2697E+00              5.2697E+00
  2297.0           5.2702E+00              5.2702E+00
  2298.0           5.2707E+00              5.2707E+00
  2299.0           5.2712E+00              5.2712E+00
  2300.0           5.2717E+00              5.2717E+00
  2301.0           5.2722E+00              5.2722E+00
  2302.0           5.2727E+00              5.2727E+00
  2303.0           5.2732E+00              5.2732E+00
  2304.0           5.2737E+00              5.2737E+00
  2305.0           5.2742E+00              5.2742E+00
  2306.0           5.2747E+00              5.2747E+00
  2307.0           5.2752E+00              5.2752E+00
  2308.0           5.2757E+00              5.2757E+00
  2309.0           5.2762E+00              5.2762E+00
  2310.0           5.2767E+00              5.2767E+00
  2311.0           5.2772E+00              5.2772E+00
  2312.0           5.2777E+00              5.2777E+00
  2313.0           5.2782E+00              5.2782E+00
  2314.0           5.2787E+00              5.2787E+00
  2315.0           5.2792E+00              5.2792E+00
  2316.0           5.2797E+00              5.2797E+00
  2317.0           5.2802E+00              5.2802E+00
  2318.0           5.2807E+00              5.2807E+00
  2319.0           5.2812E+00              5.2812E+00
  2320.0           5.2817E+00              5.2817E+00
  2321.0           5.2822E+00              5.2822E+00
  2322.0           5.2827E+00              5.2827E+00
  2323.0           5.2832E+00              5.2832E+00
  2324.0           5.2836E+00              5.2836E+00
  2325.0           5.2841E+00              5.2841E+00
  2326.0           5.2847E+00              5.2846E+00
  2327.0           5.2851E+00              5.2851E+00
  2328.0           5.2856E+00              5.2856E+00
  2329.0           5.2861E+00              5.2861E+00
  2330.0           5.2866E+00              5.2866E+00
  2331.0           5.2871E+00              5.2871E+00
  2332.0           5.2876E+00              5.2876E+00
  2333.0           5.2881E+00              5.2881E+00
  2334.0           5.2886E+00              5.2886E+00
  2335.0           5.2891E+00              5.2891E+00
  2336.0           5.2896E+00              5.2896E+00
  2337.0           5.2901E+00              5.2901E+00
  2338.0           5.2906E+00              5.2906E+00
  2339.0           5.2911E+00              5.2911E+00
  2340.0           5.2916E+00              5.2916E+00
  2341.0           5.2921E+00              5.2921E+00
  2342.0           5.2926E+00              5.2926E+00
  2343.0           5.2931E+00              5.2931E+00
  2344.0           5.2936E+00              5.2936E+00
  2345.0           5.2941E+00              5.2941E+00
  2346.0           5.2946E+00              5.2946E+00
  2347.0           5.2951E+00              5.2951E+00
  2348.0           5.2956E+00              5.2956E+00
  2349.0           5.2961E+00              5.2961E+00
  2350.0           5.2966E+00              5.2966E+00
  2351.0           5.2971E+00              5.2971E+00
  2352.0           5.2976E+00              5.2976E+00
  2353.0           5.2981E+00              5.2981E+00
  2354.0           5.2986E+00              5.2986E+00
  2355.0           5.2991E+00              5.2991E+00
  2356.0           5.2996E+00              5.2996E+00
  2357.0           5.3001E+00              5.3001E+00
  2358.0           5.3006E+00              5.3006E+00
  2359.0           5.3011E+00              5.3011E+00
  2360.0           5.3016E+00              5.3016E+00
  2361.0           5.3021E+00              5.3021E+00
  2362.0           5.3026E+00              5.3026E+00
  2363.0           5.3031E+00              5.3031E+00
  2364.0           5.3036E+00              5.3036E+00
  2365.0           5.3041E+00              5.3041E+00
  2366.0           5.3046E+00              5.3046E+00
  2367.0           5.3051E+00              5.3051E+00
  2368.0           5.3056E+00              5.3056E+00
  2369.0           5.3061E+00              5.3061E+00
  2370.0           5.3066E+00              5.3066E+00
  2371.0           5.3071E+00              5.3071E+00
  2372.0           5.3076E+00              5.3076E+00
  2373.0           5.3081E+00              5.3081E+00
  2374.0           5.3086E+00              5.3086E+00
  2375.0           5.3092E+00              5.3091E+00
  2376.0           5.3097E+00              5.3097E+00
  2377.0           5.3102E+00              5.3102E+00
  2378.0           5.3107E+00              5.3107E+00
  2379.0           5.3112E+00              5.3112E+00
  2380.0           5.3117E+00              5.3117E+00
  2381.0           5.3122E+00              5.3122E+00
  2382.0           5.3127E+00              5.3127E+00
  2383.0           5.3132E+00              5.3132E+00
  2384.0           5.3137E+00              5.3137E+00
  2385.0           5.3142E+00              5.3142E+00
  2386.0           5.3147E+00              5.3147E+00
  2387.0           5.3152E+00              5.3152E+00
  2388.0           5.3157E+00              5.3157E+00
  2389.0           5.3162E+00              5.3162E+00
  2390.0           5.3167E+00              5.3167E+00
  2391.0           5.3172E+00              5.3172E+00
  2392.0           5.3177E+00              5.3177E+00
  2393.0           5.3182E+00              5.3182E+00
  2394.0           5.3187E+00              5.3187E+00
  2395.0           5.3192E+00              5.3192E+00
  2396.0           5.3197E+00              5.3197E+00
  2397.0           5.3202E+00              5.3202E+00
  2398.0           5.3207E+00              5.3207E+00
  2399.0           5.3212E+00              5.3212E+00
  2400.0           5.3217E+00              5.3217E+00
  2401.0           5.3222E+00              5.3222E+00
  2402.0           5.3227E+00              5.3227E+00
  2403.0           5.3233E+00              5.3233E+00
  2404.0           5.3238E+00              5.3238E+00
  2405.0           5.3243E+00              5.3243E+00
  2406.0           5.3248E+00              5.3248E+00
  2407.0           5.3253E+00              5.3253E+00
  2408.0           5.3258E+00              5.3258E+00
  2409.0           5.3263E+00              5.3263E+00
  2410.0           5.3268E+00              5.3268E+00
  2411.0           5.3273E+00              5.3273E+00
  2412.0           5.3278E+00              5.3278E+00
  2413.0           5.3283E+00              5.3283E+00
  2414.0           5.3288E+00              5.3288E+00
  2415.0           5.3293E+00              5.3293E+00
  2416.0           5.3298E+00              5.3298E+00
  2417.0           5.3303E+00              5.3303E+00
  2418.0           5.3308E+00              5.3308E+00
  2419.0           5.3313E+00              5.3313E+00
  2420.0           5.3318E+00              5.3318E+00
  2421.0           5.3323E+00              5.3323E+00
  2422.0           5.3328E+00              5.3328E+00
  2423.0           5.3333E+00              5.3333E+00
  2424.0           5.3338E+00              5.3338E+00
  2425.0           5.3343E+00              5.3343E+00
  2426.0           5.3348E+00              5.3348E+00
  2427.0           5.3353E+00              5.3353E+00
  2428.0           5.3359E+00              5.3359E+00
  2429.0           5.3364E+00              5.3364E+00
  2430.0           5.3369E+00              5.3369E+00
  2431.0           5.3374E+00              5.3374E+00
  2432.0           5.3379E+00              5.3379E+00
  2433.0           5.3384E+00              5.3384E+00
  2434.0           5.3389E+00              5.3389E+00
  2435.0           5.3394E+00              5.3394E+00
  2436.0           5.3399E+00              5.3399E+00
  2437.0           5.3404E+00              5.3404E+00
  2438.0           5.3409E+00              5.3409E+00
  2439.0           5.3414E+00              5.3414E+00
  2440.0           5.3419E+00              5.3419E+00
  2441.0           5.3424E+00              5.3424E+00
  2442.0           5.3429E+00              5.3429E+00
  2443.0           5.3434E+00              5.3434E+00
  2444.0           5.3439E+00              5.3439E+00
  2445.0           5.3444E+00              5.3444E+00
  2446.0           5.3449E+00              5.3449E+00
  2447.0           5.3454E+00              5.3454E+00
  2448.0           5.3459E+00              5.3459E+00
  2449.0           5.3464E+00              5.3464E+00
  2450.0           5.3469E+00              5.3469E+00
  2451.0           5.3474E+00              5.3474E+00
  2452.0           5.3479E+00              5.3479E+00
  2453.0           5.3485E+00              5.3485E+00
  2454.0           5.3489E+00              5.3489E+00
  2455.0           5.3495E+00              5.3495E+00
  2456.0           5.3500E+00              5.3499E+00
  2457.0           5.3505E+00              5.3505E+00
  2458.0           5.3510E+00              5.3510E+00
  2459.0           5.3515E+00              5.3515E+00
  2460.0           5.3520E+00              5.3520E+00
  2461.0           5.3525E+00              5.3525E+00
  2462.0           5.3530E+00              5.3530E+00
  2463.0           5.3535E+00              5.3535E+00
  2464.0           5.3540E+00              5.3540E+00
  2465.0           5.3545E+00              5.3545E+00
  2466.0           5.3550E+00              5.3550E+00
  2467.0           5.3555E+00              5.3555E+00
  2468.0           5.3560E+00              5.3560E+00
  2469.0           5.3565E+00              5.3565E+00
  2470.0           5.3570E+00              5.3570E+00
  2471.0           5.3575E+00              5.3575E+00
  2472.0           5.3580E+00              5.3580E+00
  2473.0           5.3585E+00              5.3585E+00
  2474.0           5.3590E+00              5.3590E+00
  2475.0           5.3595E+00              5.3595E+00
  2476.0           5.3600E+00              5.3600E+00
  2477.0           5.3605E+00              5.3605E+00
  2478.0           5.3610E+00              5.3610E+00
  2479.0           5.3615E+00              5.3615E+00
  2480.0           5.3620E+00              5.3620E+00
  2481.0           5.3625E+00              5.3625E+00
  2482.0           5.3630E+00              5.3630E+00
  2483.0           5.3635E+00              5.3635E+00
  2484.0           5.3640E+00              5.3640E+00
  2485.0           5.3645E+00              5.3645E+00
  2486.0           5.3650E+00              5.3650E+00
  2487.0           5.3655E+00              5.3655E+00
  2488.0           5.3660E+00              5.3660E+00
  2489.0           5.3665E+00              5.3665E+00
  2490.0           5.3670E+00              5.3670E+00
  2491.0           5.3675E+00              5.3675E+00
  2492.0           5.3680E+00              5.3680E+00
  2493.0           5.3685E+00              5.3685E+00
  2494.0           5.3690E+00              5.3690E+00
  2495.0           5.3695E+00              5.3695E+00
  2496.0           5.3700E+00              5.3700E+00
  2497.0           5.3705E+00              5.3705E+00
  2498.0           5.3710E+00              5.3710E+00
  2499.0           5.3715E+00              5.3715E+00
  2500.0           5.3720E+00              5.3720E+00
  2501.0           5.3725E+00              5.3725E+00
  2502.0           5.3730E+00              5.3730E+00
  2503.0           5.3735E+00              5.3735E+00
  2504.0           5.3739E+00              5.3739E+00
  2505.0           5.3745E+00              5.3744E+00
  2506.0           5.3750E+00              5.3750E+00
  2507.0           5.3754E+00              5.3754E+00
  2508.0           5.3759E+00              5.3759E+00
  2509.0           5.3764E+00              5.3764E+00
  2510.0           5.3769E+00              5.3769E+00
  2511.0           5.3774E+00              5.3774E+00
  2512.0           5.3779E+00              5.3779E+00
  2513.0           5.3784E+00              5.3784E+00
  2514.0           5.3789E+00              5.3789E+00
  2515.0           5.3794E+00              5.3794E+00
  2516.0           5.3799E+00              5.3799E+00
  2517.0           5.3804E+00              5.3804E+00
  2518.0           5.3809E+00              5.3809E+00
  2519.0           5.3814E+00              5.3814E+00
  2520.0           5.3819E+00              5.3819E+00
  2521.0           5.3824E+00              5.3824E+00
  2522.0           5.3829E+00              5.3829E+00
  2523.0           5.3833E+00              5.3833E+00
  2524.0           5.3838E+00              5.3838E+00
  2525.0           5.3843E+00              5.3843E+00
  2526.0           5.3848E+00              5.3848E+00
  2527.0           5.3853E+00              5.3853E+00
  2528.0           5.3858E+00              5.3858E+00
  2529.0           5.3863E+00              5.3863E+00
  2530.0           5.3868E+00              5.3868E+00
  2531.0           5.3873E+00              5.3873E+00
  2532.0           5.3878E+00              5.3878E+00
  2533.0           5.3883E+00              5.3883E+00
  2534.0           5.3888E+00              5.3888E+00
  2535.0           5.3892E+00              5.3892E+00
  2536.0           5.3897E+00              5.3897E+00
  2537.0           5.3902E+00              5.3902E+00
  2538.0           5.3907E+00              5.3907E+00
  2539.0           5.3912E+00              5.3912E+00
  2540.0           5.3917E+00              5.3917E+00
  2541.0           5.3922E+00              5.3922E+00
  2542.0           5.3927E+00              5.3927E+00
  2543.0           5.3932E+00              5.3932E+00
  2544.0           5.3936E+00              5.3936E+00
  2545.0           5.3941E+00              5.3941E+00
  2546.0           5.3946E+00              5.3946E+00
  2547.0           5.3951E+00              5.3951E+00
  2548.0           5.3956E+00              5.3956E+00
  2549.0           5.3961E+00              5.3961E+00
  2550.0           5.3966E+00              5.3966E+00
  2551.0           5.3971E+00              5.3971E+00
  2552.0           5.3975E+00              5.3975E+00
  2553.0           5.3980E+00              5.3980E+00
  2554.0           5.3985E+00              5.3985E+00
  2555.0           5.3990E+00              5.3990E+00
  2556.0           5.3995E+00              5.3995E+00
  2557.0           5.4000E+00              5.4000E+00
  2558.0           5.4004E+00              5.4004E+00
  2559.0           5.4009E+00              5.4009E+00
  2560.0           5.4014E+00              5.4014E+00
  2561.0           5.4019E+00              5.4019E+00
  2562.0           5.4024E+00              5.4024E+00
  2563.0           5.4029E+00              5.4029E+00
  2564.0           5.4033E+00              5.4033E+00
  2565.0           5.4038E+00              5.4038E+00
  2566.0           5.4043E+00              5.4043E+00
